Filename,Protocole,echantillon,Impacts potentiels,Extrait pertinent,Évaluation d'invasivité,Justification d'invasivité,Péchés identifiés,Taux de confiance,annonce_invasivite,justification_annonce_invasivite
J Wildl Manag - 2014 - Stansbury - A long‐term population monitoring approach for a wide‐ranging carnivore  Noninvasive,NGS techniques,Scat (fèces),[],"['NGS techniques, which use DNA extracted from animal sign such as hair, scat, saliva, urine, or regurgitates', 'We calculated 1) the proportion of fecal samples that were positively identified as wolf using the mtDNA species identification test']",Non invasif,"La collecte de fèces est décrite comme étant opportuniste et ponctuelle, ce qui correspond à la définition d'échantillonnage non invasif pour les mammifères. Il n'y a pas de mention de capture ou de manipulation des animaux.",['2'],70% - Implicite fort,,
J Wildl Manag - 2014 - Stansbury - A long‐term population monitoring approach for a wide‐ranging carnivore  Noninvasive,Echantillonnage strategique et standardise,Fèces et poils,['Perturbation du comportement naturel'],"['Our strategy of using models to identify habitats suitable for use as rendezvous sites and NGS approaches using scat and hair remains was effective and efficient.', 'We improved efficiency from an earlier study (Stenglein et al. 2010a) by reducing sampling time per active site from 5 hours to 3 hours and implementing a strategic and standardized sampling scheme.']",Invasif,"Le protocole implique une collecte systématique et standardisée de fèces et poils, ce qui peut affecter le comportement naturel des animaux.",['2'],100%,Manque d'informations,Le titre mentionne 'Noninvasive Genetic Sampling' mais il ne précise pas si le protocole détecté comme invasif est considéré comme non invasif dans cet article.
J Wildl Manag - 2014 - Stansbury - A long‐term population monitoring approach for a wide‐ranging carnivore  Noninvasive,Echantillonnage de fèces en sites actifs,Fèces,[],"['By sampling from active rendezvous sites in the summer months, our survey method targets fresher, less degraded samples.']",Non invasif,"Le protocole décrit l'échantillonnage de fèces à partir de sites de rendez-vous actifs pendant les mois d'été, ce qui suggère que les échantillons sont prélevés naturellement et sans perturbation du comportement ou de l'habitat des animaux. Il n'y a pas de mention de capture, manipulation ou appâtage.",[],80% - Justification : La méthodologie est implicitement forte car elle permet une déduction solide basée sur les termes utilisés.,,
WultschWaitsKelly2014.pdf.crdownload,Collecte d'échantillons de fèces,Fèces,"['Stress potentiellement causé par la manipulation des fèces', ""Possibilité de modification du comportement naturel si les animaux évitent l'endroit où leurs fèces ont été collectées"", 'Stress potentiellement causé aux animaux par la présence du chien détecteur de fèces.', 'Impact sur le marquage territorial si les fèces sont collectées régulièrement sur le même territoire.']","['From each scat, approximately 0.5 mL sample was collected and stored...', 'Scat samples were collected using disposable gloves and wooden sampling sticks.', 'Faecal samples were detected using a professionally trained scat detector dog...', 'All scat samples located by the scat detector dog, regardless of their appearance or suspected age, were collected and genotyped.']",Invasif,"Le protocole mentionne la collecte de fèces à partir des déjections, ce qui implique un contact direct avec l'animal vivant. De plus, le protocole utilise un chien détecteur de fèces pour localiser les échantillons, ce qui peut être considéré comme une collecte systématique et exhaustive.","[1, 2]",95% - Les termes utilisés dans le protocole sont clairs et permettent une déduction solide.,Non,"Le titre de l'article mentionne explicitement 'noninvasive' mais le protocole détecté comme invasif n'est pas présenté dans le titre. De plus, il n'y a aucune phrase dans le corps de l'article qui indique explicitement que ce protocole est non invasif."
American J Primatol - 2015 - Hans - Characterization of MHC class II B polymorphism in multiple populations of wild,PCR avec deux répliques indépendantes,ADN environnemental (eDNA),[],"['In the present study, DNA sequences were generated from two independent PCR replicates']",Non invasif,"Le protocole décrit l'utilisation de deux répliques PCR indépendantes pour générer des séquences d'ADN. Cela ne implique pas de contact direct avec les animaux vivants, aucune perturbation du comportement naturel et utilise des échantillons déjà abandonnés naturellement (eDNA). Il n'y a pas de mention d'appâts ou leurres modifiant le comportement.",[],"85% - L'utilisation de répliques PCR indépendantes est une indication forte de non-invasivité, mais il manque des détails sur la méthode de collecte de l'eDNA.",,
Fecal samples fail in PCR-based diagnosis of malaria parasite infection in birds,Échantillonnage d'ADN à partir de fèces,Fèces,"['Stress', 'Blessures potentielles']","['Using fecal samples collected in the field', 'We successfully amplified and sequenced bird DNA from fecal samples isolated by both extraction procedures indicating successful DNA isolation from fecal material.']",Invasif,"Le protocole implique la collecte de fèces dans le champ, ce qui peut causer du stress et potentiellement des blessures. Cela remplit le critère d'invasivité 'Capture ou manipulation de l'animal vivant'. Bien que le deuxième extrait mentionne l'isolement réussi de l'ADN à partir d'échantillons de fèces, il n'y a pas de mention de capture ou de manipulation de l'animal vivant, ni de modification du comportement naturel ou de perturbation significative de l'habitat.",['3'],80% - La méthodologie est implicitement forte car elle est basée sur des éléments permettant une déduction solide.,Non,"Le titre de l'article 'Fecal samples fail in PCR-based diagnosis of malaria parasite infection in birds' indique clairement que les échantillons fécaux ne sont pas une méthode efficace pour le diagnostic de l'infection par des parasites du paludisme chez les oiseaux, mais il n'y a aucune affirmation explicite ou implicite dans le corps de l'article selon laquelle cette méthode est non invasive."
Wildlife Society Bulletin - 2013 - Torstrom - Detecting pygmy rabbits  Brachylagus idahoensis  using DNA extracted from,Collecte d'ADN à partir de cheveux et de fèces,Fèces,"[""Dégradation de l'ADN""]","['Obtaining DNA from hair, feces, and other sources allows minimal disruption of the focal species', 'We collected pellets from trays under the cages', 'After 48 hr, we collected pellets in coin envelopes']",Non invasif,"La collecte de fèces est décrite comme opportuniste et ponctuelle, ce qui correspond à la définition d'échantillonnage non invasif pour les mammifères. Il n'y a pas de mention de capture ou de manipulation des animaux.",[],70% - Implicite fort,,
Wildlife Society Bulletin - 2013 - Torstrom - Detecting pygmy rabbits  Brachylagus idahoensis  using DNA extracted from,Prélèvement de plumes,Plumes,"['Stress pour les oiseaux', 'Blessures potentielles']","['Secondary covert feathers were plucked from juvenile herring gulls...', 'Secondary covert feathers were collected from juvenile chickens...', 'Tail feathers were collected from juvenile zebra finches...']",Invasif,"Le protocole implique la manipulation directe des animaux pour prélever les plumes, ce qui est contraire à la définition de l'échantillonnage non invasif.",['3'],100%,Non,Le titre de l'article ne contient pas de déclaration globale de non-invasivité. Le protocole détecté comme invasif n'est pas mentionné dans le titre. Le corps de l'article ne contient pas de phrase indiquant explicitement que le prélèvement de plumes est non invasif.
Feasibility of using scent-baited hair traps to monitor carnivore populations in Peninsular Malaysia,Pièges à poils,Poils,[],"['We used two different hair trap designs...', 'Hair was retrieved from the station at which the tiger rubbed']",Non invasif,"Les pièges à poils sont considérés comme non invasifs car ils ne nécessitent pas de contact direct avec l'animal vivant et n'affectent pas le comportement naturel ni l'habitat. Les poils ont été récupérés à l'endroit où le tigre s'est frotté, ce qui indique que les poils ont été abandonnés naturellement par l'animal sans perturbation ni manipulation.",[],80% - La méthodologie est détaillée mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.,,
OMearaetal2013,Identification d'espèces à partir de fèces par analyse d'ADN,Fèces,[],['the scats were all identified to species using DNA identification'],Non invasif,"La méthode utilisée pour identifier les fèces est l'analyse d'ADN, ce qui ne nécessite pas de contact direct avec l'animal vivant ni de perturbation du comportement naturel. Il n'y a pas de mention de capture ou de manipulation des animaux.",['DNA identification'],100% - La méthode utilisée est explicitement mentionnée et ne présente aucun signe d'invasivité.,,
